Id,Time,Value
2022484408,04-03-2016 10.15,53
2022484408,04-03-2016 10.15,56
2022484408,04-03-2016 10.15,60
2022484408,04-03-2016 10.15,62
2022484408,04-03-2016 10.15,61
2022484408,04-03-2016 10.16,59
2022484408,04-03-2016 10.16,57
2022484408,04-03-2016 10.16,56
2022484408,04-03-2016 10.16,54
2022484408,04-03-2016 10.16,54
2022484408,04-03-2016 10.16,55
2022484408,04-03-2016 10.17,55
2022484408,04-03-2016 10.17,54
2022484408,04-03-2016 10.17,55
2022484408,04-03-2016 10.17,54
2022484408,04-03-2016 10.17,56
2022484408,04-03-2016 10.17,55
2022484408,04-03-2016 10.18,55
2022484408,04-03-2016 10.18,55
2022484408,04-03-2016 10.18,54
2022484408,04-03-2016 10.18,55
2022484408,04-03-2016 10.18,56
2022484408,04-03-2016 10.18,56
2022484408,04-03-2016 10.19,57
2022484408,04-03-2016 10.19,56
2022484408,04-03-2016 10.19,57
2022484408,04-03-2016 10.19,55
2022484408,04-03-2016 10.19,55
2022484408,04-03-2016 10.19,55
2022484408,04-03-2016 10.19,53
2022484408,04-03-2016 10.20,53
2022484408,04-03-2016 10.20,53
2022484408,04-03-2016 10.20,54
2022484408,04-03-2016 10.20,56
2022484408,04-03-2016 10.20,54
2022484408,04-03-2016 10.20,53
2022484408,04-03-2016 10.21,55
2022484408,04-03-2016 10.21,56
2022484408,04-03-2016 10.21,56
2022484408,04-03-2016 10.21,58
2022484408,04-03-2016 10.21,57
2022484408,04-03-2016 10.21,55
2022484408,04-03-2016 10.22,53
2022484408,04-03-2016 10.22,57
2022484408,04-03-2016 10.22,57
2022484408,04-03-2016 10.22,59
2022484408,04-03-2016 10.22,59
2022484408,04-03-2016 10.22,59
2022484408,04-03-2016 10.22,60
2022484408,04-03-2016 10.22,61
2022484408,04-03-2016 10.22,62
2022484408,04-03-2016 10.23,63
2022484408,04-03-2016 10.23,64
2022484408,04-03-2016 10.23,65
2022484408,04-03-2016 10.23,67
2022484408,04-03-2016 10.23,71
2022484408,04-03-2016 10.23,70
2022484408,04-03-2016 10.23,70
2022484408,04-03-2016 10.23,70
2022484408,04-03-2016 10.23,70
2022484408,04-03-2016 10.24,73
2022484408,04-03-2016 10.24,75
2022484408,04-03-2016 10.24,77
2022484408,04-03-2016 10.24,77
2022484408,04-03-2016 10.24,80
2022484408,04-03-2016 10.24,81
2022484408,04-03-2016 10.24,84
2022484408,04-03-2016 10.24,87
2022484408,04-03-2016 10.24,86
2022484408,04-03-2016 10.25,87
2022484408,04-03-2016 10.25,84
2022484408,04-03-2016 10.25,83
2022484408,04-03-2016 10.25,85
2022484408,04-03-2016 10.25,83
2022484408,04-03-2016 10.25,80
2022484408,04-03-2016 10.25,79
2022484408,04-03-2016 10.25,80
2022484408,04-03-2016 10.26,79
2022484408,04-03-2016 10.26,77
2022484408,04-03-2016 10.26,74
2022484408,04-03-2016 10.26,75
2022484408,04-03-2016 10.26,76
2022484408,04-03-2016 10.26,77
2022484408,04-03-2016 10.26,78
2022484408,04-03-2016 10.26,80
2022484408,04-03-2016 10.26,83
2022484408,04-03-2016 10.26,84
2022484408,04-03-2016 10.27,87
2022484408,04-03-2016 10.27,85
2022484408,04-03-2016 10.27,87
2022484408,04-03-2016 10.27,85
2022484408,04-03-2016 10.27,82
2022484408,04-03-2016 10.27,78
2022484408,04-03-2016 10.27,74
2022484408,04-03-2016 10.27,73
2022484408,04-03-2016 10.27,72
2022484408,04-03-2016 10.27,71
2022484408,04-03-2016 10.28,71
2022484408,04-03-2016 10.28,69
2022484408,04-03-2016 10.28,68
2022484408,04-03-2016 10.28,69
2022484408,04-03-2016 10.28,70
2022484408,04-03-2016 10.28,69
2022484408,04-03-2016 10.28,69
2022484408,04-03-2016 10.29,68
2022484408,04-03-2016 10.29,72
2022484408,04-03-2016 10.29,73
2022484408,04-03-2016 10.29,74
2022484408,04-03-2016 10.29,76
2022484408,04-03-2016 10.29,76
2022484408,04-03-2016 10.29,75
2022484408,04-03-2016 10.30,74
2022484408,04-03-2016 10.30,70
2022484408,04-03-2016 10.30,71
2022484408,04-03-2016 10.30,70
2022484408,04-03-2016 10.30,67
2022484408,04-03-2016 10.30,66
2022484408,04-03-2016 10.30,67
2022484408,04-03-2016 10.30,68
2022484408,04-03-2016 10.30,67
2022484408,04-03-2016 10.30,68
2022484408,04-03-2016 10.31,68
2022484408,04-03-2016 10.31,69
2022484408,04-03-2016 10.31,72
2022484408,04-03-2016 10.31,73
2022484408,04-03-2016 10.31,74
2022484408,04-03-2016 10.31,76
2022484408,04-03-2016 10.31,75
2022484408,04-03-2016 10.31,78
2022484408,04-03-2016 10.31,75
2022484408,04-03-2016 10.31,77
2022484408,04-03-2016 10.31,79
2022484408,04-03-2016 10.32,81
2022484408,04-03-2016 10.32,80
2022484408,04-03-2016 10.32,83
2022484408,04-03-2016 10.32,80
2022484408,04-03-2016 10.32,77
2022484408,04-03-2016 10.32,76
2022484408,04-03-2016 10.32,75
2022484408,04-03-2016 10.32,74
2022484408,04-03-2016 10.32,73
2022484408,04-03-2016 10.33,73
2022484408,04-03-2016 10.33,73
2022484408,04-03-2016 10.33,72
2022484408,04-03-2016 10.33,76
2022484408,04-03-2016 10.33,79
2022484408,04-03-2016 10.33,79
2022484408,04-03-2016 10.34,75
2022484408,04-03-2016 10.34,76
2022484408,04-03-2016 10.34,77
2022484408,04-03-2016 10.34,74
2022484408,04-03-2016 10.34,71
2022484408,04-03-2016 10.34,70
2022484408,04-03-2016 10.34,74
2022484408,04-03-2016 10.34,73
2022484408,04-03-2016 10.34,71
2022484408,04-03-2016 10.35,72
2022484408,04-03-2016 10.35,73
2022484408,04-03-2016 10.35,72
2022484408,04-03-2016 10.35,71
2022484408,04-03-2016 10.35,70
2022484408,04-03-2016 10.35,77
2022484408,04-03-2016 10.35,74
2022484408,04-03-2016 10.36,69
2022484408,04-03-2016 10.36,68
2022484408,04-03-2016 10.36,68
2022484408,04-03-2016 10.36,66
2022484408,04-03-2016 10.36,64
2022484408,04-03-2016 10.36,64
2022484408,04-03-2016 10.36,67
2022484408,04-03-2016 10.37,73
2022484408,04-03-2016 10.37,73
2022484408,04-03-2016 10.37,74
2022484408,04-03-2016 10.37,75
2022484408,04-03-2016 10.37,73
2022484408,04-03-2016 10.37,70
2022484408,04-03-2016 10.37,66
2022484408,04-03-2016 10.37,65
2022484408,04-03-2016 10.37,63
2022484408,04-03-2016 10.37,56
2022484408,04-03-2016 10.38,55
2022484408,04-03-2016 10.38,54
2022484408,04-03-2016 10.38,54
2022484408,04-03-2016 10.38,55
2022484408,04-03-2016 10.38,55
2022484408,04-03-2016 10.38,55
2022484408,04-03-2016 10.39,56
2022484408,04-03-2016 10.39,59
2022484408,04-03-2016 10.39,61
2022484408,04-03-2016 10.39,64
2022484408,04-03-2016 10.39,65
2022484408,04-03-2016 10.39,66
2022484408,04-03-2016 10.39,68
2022484408,04-03-2016 10.39,70
2022484408,04-03-2016 10.40,71
2022484408,04-03-2016 10.40,72
2022484408,04-03-2016 10.40,71
2022484408,04-03-2016 10.40,76
2022484408,04-03-2016 10.40,78
2022484408,04-03-2016 10.40,77
2022484408,04-03-2016 10.40,79
2022484408,04-03-2016 10.40,81
2022484408,04-03-2016 10.40,82
2022484408,04-03-2016 10.40,84
2022484408,04-03-2016 10.41,83
2022484408,04-03-2016 10.41,81
2022484408,04-03-2016 10.41,80
2022484408,04-03-2016 10.41,78
2022484408,04-03-2016 10.41,78
2022484408,04-03-2016 10.41,77
2022484408,04-03-2016 10.41,76
2022484408,04-03-2016 10.41,75
2022484408,04-03-2016 10.42,76
2022484408,04-03-2016 10.42,77
2022484408,04-03-2016 10.42,80
2022484408,04-03-2016 10.42,78
2022484408,04-03-2016 10.42,77
2022484408,04-03-2016 10.42,79
2022484408,04-03-2016 10.42,77
2022484408,04-03-2016 10.43,76
2022484408,04-03-2016 10.43,76
2022484408,04-03-2016 10.43,76
2022484408,04-03-2016 10.43,75
2022484408,04-03-2016 10.43,74
2022484408,04-03-2016 10.43,73
2022484408,04-03-2016 10.44,73
2022484408,04-03-2016 10.44,72
2022484408,04-03-2016 10.44,70
2022484408,04-03-2016 10.44,71
2022484408,04-03-2016 10.44,71
2022484408,04-03-2016 10.44,70
2022484408,04-03-2016 10.44,71
2022484408,04-03-2016 10.45,70
2022484408,04-03-2016 10.45,71
2022484408,04-03-2016 10.45,70
2022484408,04-03-2016 10.45,71
2022484408,04-03-2016 10.45,73
2022484408,04-03-2016 10.45,74
2022484408,04-03-2016 10.45,73
2022484408,04-03-2016 10.45,72
2022484408,04-03-2016 10.45,70
2022484408,04-03-2016 10.45,71
2022484408,04-03-2016 10.46,71
2022484408,04-03-2016 10.46,72
2022484408,04-03-2016 10.46,72
2022484408,04-03-2016 10.46,71
2022484408,04-03-2016 10.46,72
2022484408,04-03-2016 10.46,73
2022484408,04-03-2016 10.46,71
2022484408,04-03-2016 10.46,71
2022484408,04-03-2016 10.47,70
2022484408,04-03-2016 10.47,69
2022484408,04-03-2016 10.47,71
2022484408,04-03-2016 10.47,73
2022484408,04-03-2016 10.47,73
2022484408,04-03-2016 10.48,73
2022484408,04-03-2016 10.48,72
2022484408,04-03-2016 10.48,72
2022484408,04-03-2016 10.48,74
2022484408,04-03-2016 10.48,72
2022484408,04-03-2016 10.48,71
2022484408,04-03-2016 10.49,71
2022484408,04-03-2016 10.49,68
2022484408,04-03-2016 10.49,67
2022484408,04-03-2016 10.49,65
2022484408,04-03-2016 10.49,66
2022484408,04-03-2016 10.49,66
2022484408,04-03-2016 10.50,67
2022484408,04-03-2016 10.50,67
2022484408,04-03-2016 10.50,66
2022484408,04-03-2016 10.50,64
2022484408,04-03-2016 10.50,64
2022484408,04-03-2016 10.50,65
2022484408,04-03-2016 10.50,64
2022484408,04-03-2016 10.51,64
2022484408,04-03-2016 10.51,65
2022484408,04-03-2016 10.51,67
2022484408,04-03-2016 10.51,70
2022484408,04-03-2016 10.51,72
2022484408,04-03-2016 10.51,75
2022484408,04-03-2016 10.51,76
2022484408,04-03-2016 10.51,77
2022484408,04-03-2016 10.51,78
2022484408,04-03-2016 10.51,79
2022484408,04-03-2016 10.52,78
2022484408,04-03-2016 10.52,80
2022484408,04-03-2016 10.52,81
2022484408,04-03-2016 10.52,84
2022484408,04-03-2016 10.52,85
2022484408,04-03-2016 10.52,81
2022484408,04-03-2016 10.52,78
2022484408,04-03-2016 10.52,76
2022484408,04-03-2016 10.52,72
2022484408,04-03-2016 10.52,74
2022484408,04-03-2016 10.53,75
2022484408,04-03-2016 10.53,76
2022484408,04-03-2016 10.53,79
2022484408,04-03-2016 10.53,81
2022484408,04-03-2016 10.53,80
2022484408,04-03-2016 10.53,78
2022484408,04-03-2016 10.53,77
2022484408,04-03-2016 10.53,78
2022484408,04-03-2016 10.53,79
2022484408,04-03-2016 10.53,78
2022484408,04-03-2016 10.53,81
2022484408,04-03-2016 10.54,80
2022484408,04-03-2016 10.54,82
2022484408,04-03-2016 10.54,84
2022484408,04-03-2016 10.54,85
2022484408,04-03-2016 10.54,84
2022484408,04-03-2016 10.54,85
2022484408,04-03-2016 10.54,84
2022484408,04-03-2016 10.54,82
2022484408,04-03-2016 10.54,81
2022484408,04-03-2016 10.55,80
2022484408,04-03-2016 10.55,79
2022484408,04-03-2016 10.55,77
2022484408,04-03-2016 10.55,76
2022484408,04-03-2016 10.55,78
2022484408,04-03-2016 10.55,79
2022484408,04-03-2016 10.55,77
2022484408,04-03-2016 10.55,79
2022484408,04-03-2016 10.55,78
2022484408,04-03-2016 10.55,81
2022484408,04-03-2016 10.55,80
2022484408,04-03-2016 10.55,82
2022484408,04-03-2016 10.56,81
2022484408,04-03-2016 10.56,79
2022484408,04-03-2016 10.56,78
2022484408,04-03-2016 10.56,76
2022484408,04-03-2016 10.56,75
2022484408,04-03-2016 10.56,74
2022484408,04-03-2016 10.56,75
2022484408,04-03-2016 10.56,74
2022484408,04-03-2016 10.56,74
2022484408,04-03-2016 10.56,73
2022484408,04-03-2016 10.56,72
2022484408,04-03-2016 10.57,73
2022484408,04-03-2016 10.57,71
2022484408,04-03-2016 10.57,72
2022484408,04-03-2016 10.57,74
2022484408,04-03-2016 10.57,71
2022484408,04-03-2016 10.57,72
2022484408,04-03-2016 10.58,75
2022484408,04-03-2016 10.58,73
2022484408,04-03-2016 10.58,71
2022484408,04-03-2016 10.58,70
2022484408,04-03-2016 10.58,69
2022484408,04-03-2016 10.58,67
2022484408,04-03-2016 10.58,68
2022484408,04-03-2016 10.59,67
2022484408,04-03-2016 10.59,70
2022484408,04-03-2016 10.59,69
2022484408,04-03-2016 10.59,71
2022484408,04-03-2016 10.59,69
2022484408,04-03-2016 10.59,70
2022484408,04-03-2016 10.59,71
2022484408,04-03-2016 10.59,72
2022484408,04-03-2016 11.00,71
2022484408,04-03-2016 11.00,59
2022484408,04-03-2016 11.00,60
2022484408,04-03-2016 11.00,59
2022484408,04-03-2016 11.00,59
2022484408,04-03-2016 11.00,58
2022484408,04-03-2016 11.00,57
2022484408,04-03-2016 11.00,56
2022484408,04-03-2016 11.01,57
2022484408,04-03-2016 11.01,58
2022484408,04-03-2016 11.01,59
2022484408,04-03-2016 11.01,58
2022484408,04-03-2016 11.01,57
2022484408,04-03-2016 11.01,58
2022484408,04-03-2016 11.01,57
2022484408,04-03-2016 11.01,56
2022484408,04-03-2016 11.02,58
2022484408,04-03-2016 11.02,60
2022484408,04-03-2016 11.02,63
2022484408,04-03-2016 11.02,64
2022484408,04-03-2016 11.02,63
2022484408,04-03-2016 11.02,61
2022484408,04-03-2016 11.02,63
2022484408,04-03-2016 11.02,63
2022484408,04-03-2016 11.03,58
2022484408,04-03-2016 11.03,57
2022484408,04-03-2016 11.03,56
2022484408,04-03-2016 11.03,55
2022484408,04-03-2016 11.03,56
2022484408,04-03-2016 11.03,58
2022484408,04-03-2016 11.03,57
2022484408,04-03-2016 11.03,56
2022484408,04-03-2016 11.04,55
2022484408,04-03-2016 11.04,54
2022484408,04-03-2016 11.04,55
2022484408,04-03-2016 11.04,57
2022484408,04-03-2016 11.04,58
2022484408,04-03-2016 11.04,57
2022484408,04-03-2016 11.04,56
2022484408,04-03-2016 11.04,54
2022484408,04-03-2016 11.04,53
2022484408,04-03-2016 11.05,53
2022484408,04-03-2016 11.05,53
2022484408,04-03-2016 11.05,51
2022484408,04-03-2016 11.05,50
2022484408,04-03-2016 11.06,50
2022484408,04-03-2016 11.06,50
2022484408,04-03-2016 11.06,50
2022484408,04-03-2016 11.06,52
2022484408,04-03-2016 11.06,50
2022484408,04-03-2016 11.06,51
2022484408,04-03-2016 11.06,51
2022484408,04-03-2016 11.07,53
2022484408,04-03-2016 11.07,54
2022484408,04-03-2016 11.07,55
2022484408,04-03-2016 11.07,53
2022484408,04-03-2016 11.07,54
2022484408,04-03-2016 11.07,55
2022484408,04-03-2016 11.08,56
2022484408,04-03-2016 11.08,55
2022484408,04-03-2016 11.08,56
2022484408,04-03-2016 11.08,55
2022484408,04-03-2016 11.08,56
2022484408,04-03-2016 11.08,57
2022484408,04-03-2016 11.08,57
2022484408,04-03-2016 11.09,57
2022484408,04-03-2016 11.09,56
2022484408,04-03-2016 11.09,56
2022484408,04-03-2016 11.09,65
2022484408,04-03-2016 11.09,65
2022484408,04-03-2016 11.09,66
2022484408,04-03-2016 11.10,67
2022484408,04-03-2016 11.10,67
2022484408,04-03-2016 11.10,66
2022484408,04-03-2016 11.10,68
2022484408,04-03-2016 11.10,74
2022484408,04-03-2016 11.10,74
2022484408,04-03-2016 11.10,72
2022484408,04-03-2016 11.10,71
2022484408,04-03-2016 11.11,71
2022484408,04-03-2016 11.11,70
2022484408,04-03-2016 11.11,71
2022484408,04-03-2016 11.11,71
2022484408,04-03-2016 11.11,72
2022484408,04-03-2016 11.11,71
2022484408,04-03-2016 11.11,72
2022484408,04-03-2016 11.12,74
2022484408,04-03-2016 11.12,75
2022484408,04-03-2016 11.12,77
2022484408,04-03-2016 11.12,78
2022484408,04-03-2016 11.12,78
2022484408,04-03-2016 11.12,78
2022484408,04-03-2016 11.12,77
2022484408,04-03-2016 11.13,77
2022484408,04-03-2016 11.13,75
2022484408,04-03-2016 11.13,73
2022484408,04-03-2016 11.13,71
2022484408,04-03-2016 11.13,71
2022484408,04-03-2016 11.13,71
2022484408,04-03-2016 11.14,71
2022484408,04-03-2016 11.14,74
2022484408,04-03-2016 11.14,72
2022484408,04-03-2016 11.14,71
2022484408,04-03-2016 11.14,74
2022484408,04-03-2016 11.14,75
2022484408,04-03-2016 11.14,74
2022484408,04-03-2016 11.14,75
2022484408,04-03-2016 11.14,76
2022484408,04-03-2016 11.15,73
2022484408,04-03-2016 11.15,72
2022484408,04-03-2016 11.15,73
2022484408,04-03-2016 11.15,74
2022484408,04-03-2016 11.15,73
2022484408,04-03-2016 11.15,71
2022484408,04-03-2016 11.15,72
2022484408,04-03-2016 11.15,71
2022484408,04-03-2016 11.16,71
2022484408,04-03-2016 11.16,71
2022484408,04-03-2016 11.16,72
2022484408,04-03-2016 11.16,74
2022484408,04-03-2016 11.16,78
2022484408,04-03-2016 11.16,80
2022484408,04-03-2016 11.16,83
2022484408,04-03-2016 11.17,86
2022484408,04-03-2016 11.17,84
2022484408,04-03-2016 11.17,80
2022484408,04-03-2016 11.17,81
2022484408,04-03-2016 11.17,81
2022484408,04-03-2016 11.17,80
2022484408,04-03-2016 11.17,80
2022484408,04-03-2016 11.17,76
2022484408,04-03-2016 11.17,75
2022484408,04-03-2016 11.18,74
2022484408,04-03-2016 11.18,73
2022484408,04-03-2016 11.18,75
2022484408,04-03-2016 11.18,78
2022484408,04-03-2016 11.18,79
2022484408,04-03-2016 11.18,77
2022484408,04-03-2016 11.18,74
2022484408,04-03-2016 11.18,73
2022484408,04-03-2016 11.19,74
2022484408,04-03-2016 11.19,78
2022484408,04-03-2016 11.19,78
2022484408,04-03-2016 11.19,78
2022484408,04-03-2016 11.19,78
2022484408,04-03-2016 11.19,78
2022484408,04-03-2016 11.20,78
2022484408,04-03-2016 11.20,78
2022484408,04-03-2016 11.30,85
2022484408,04-03-2016 11.30,83
2022484408,04-03-2016 11.31,85
2022484408,04-03-2016 11.31,84
2022484408,04-03-2016 11.31,83
2022484408,04-03-2016 11.31,83
2022484408,04-03-2016 11.31,81
2022484408,04-03-2016 11.31,82
2022484408,04-03-2016 11.32,82
2022484408,04-03-2016 11.32,80
2022484408,04-03-2016 11.32,79
2022484408,04-03-2016 11.32,81
2022484408,04-03-2016 11.32,84
2022484408,04-03-2016 11.32,84
2022484408,04-03-2016 11.32,83
2022484408,04-03-2016 11.32,86
2022484408,04-03-2016 11.32,87
2022484408,04-03-2016 11.32,88
2022484408,04-03-2016 11.33,90
2022484408,04-03-2016 11.33,89
2022484408,04-03-2016 11.33,87
2022484408,04-03-2016 11.33,88
2022484408,04-03-2016 11.33,89
2022484408,04-03-2016 11.33,88
2022484408,04-03-2016 11.33,89
2022484408,04-03-2016 11.33,89
2022484408,04-03-2016 11.33,91
2022484408,04-03-2016 11.33,92
2022484408,04-03-2016 11.33,92
2022484408,04-03-2016 11.34,94
2022484408,04-03-2016 11.34,92
2022484408,04-03-2016 11.34,91
2022484408,04-03-2016 11.34,91
2022484408,04-03-2016 11.34,89
2022484408,04-03-2016 11.34,86
2022484408,04-03-2016 11.34,84
2022484408,04-03-2016 11.35,83
2022484408,04-03-2016 11.35,84
2022484408,04-03-2016 11.35,87
2022484408,04-03-2016 11.35,88
2022484408,04-03-2016 11.35,88
2022484408,04-03-2016 11.35,90
2022484408,04-03-2016 11.35,88
2022484408,04-03-2016 11.35,88
2022484408,04-03-2016 11.36,88
2022484408,04-03-2016 11.36,84
2022484408,04-03-2016 11.36,80
2022484408,04-03-2016 11.36,77
2022484408,04-03-2016 11.36,75
2022484408,04-03-2016 11.36,75
2022484408,04-03-2016 11.36,76
2022484408,04-03-2016 11.36,77
2022484408,04-03-2016 11.36,77
2022484408,04-03-2016 11.37,75
2022484408,04-03-2016 11.37,75
2022484408,04-03-2016 11.37,75
2022484408,04-03-2016 11.37,75
2022484408,04-03-2016 11.37,77
2022484408,04-03-2016 11.37,78
2022484408,04-03-2016 11.38,80
2022484408,04-03-2016 11.38,80
2022484408,04-03-2016 11.38,80
2022484408,04-03-2016 11.38,82
2022484408,04-03-2016 11.38,87
2022484408,04-03-2016 11.38,85
2022484408,04-03-2016 11.38,84
2022484408,04-03-2016 11.38,83
2022484408,04-03-2016 11.38,83
2022484408,04-03-2016 11.39,82
2022484408,04-03-2016 11.39,82
2022484408,04-03-2016 11.39,83
2022484408,04-03-2016 11.39,85
2022484408,04-03-2016 11.39,83
2022484408,04-03-2016 11.39,85
2022484408,04-03-2016 11.39,82
2022484408,04-03-2016 11.40,83
2022484408,04-03-2016 11.40,80
2022484408,04-03-2016 11.40,81
2022484408,04-03-2016 11.40,83
2022484408,04-03-2016 11.40,84
2022484408,04-03-2016 11.40,85
2022484408,04-03-2016 11.40,87
2022484408,04-03-2016 11.40,89
2022484408,04-03-2016 11.41,86
2022484408,04-03-2016 11.41,83
2022484408,04-03-2016 11.41,83
2022484408,04-03-2016 11.41,82
2022484408,04-03-2016 11.41,83
2022484408,04-03-2016 11.41,82
2022484408,04-03-2016 11.41,80
2022484408,04-03-2016 11.41,78
2022484408,04-03-2016 11.42,77
2022484408,04-03-2016 11.42,78
2022484408,04-03-2016 11.42,78
2022484408,04-03-2016 11.42,78
2022484408,04-03-2016 11.42,78
2022484408,04-03-2016 11.42,77
2022484408,04-03-2016 11.42,76
2022484408,04-03-2016 11.42,75
2022484408,04-03-2016 11.43,74
2022484408,04-03-2016 11.43,75
2022484408,04-03-2016 11.43,74
2022484408,04-03-2016 11.43,72
2022484408,04-03-2016 11.43,73
2022484408,04-03-2016 11.43,76
2022484408,04-03-2016 11.43,80
2022484408,04-03-2016 11.44,76
2022484408,04-03-2016 11.44,74
2022484408,04-03-2016 11.44,75
2022484408,04-03-2016 11.44,74
2022484408,04-03-2016 11.44,74
2022484408,04-03-2016 11.44,73
2022484408,04-03-2016 11.44,72
2022484408,04-03-2016 11.45,71
2022484408,04-03-2016 11.45,71
2022484408,04-03-2016 11.45,71
2022484408,04-03-2016 11.45,72
2022484408,04-03-2016 11.45,71
2022484408,04-03-2016 11.46,71
2022484408,04-03-2016 11.46,69
2022484408,04-03-2016 11.46,68
2022484408,04-03-2016 11.46,67
2022484408,04-03-2016 11.46,58
2022484408,04-03-2016 11.47,59
2022484408,04-03-2016 11.47,60
2022484408,04-03-2016 11.47,59
2022484408,04-03-2016 11.47,59
2022484408,04-03-2016 11.47,58
2022484408,04-03-2016 11.47,58
2022484408,04-03-2016 11.48,58
2022484408,04-03-2016 11.48,61
2022484408,04-03-2016 11.48,60
2022484408,04-03-2016 11.48,61
2022484408,04-03-2016 11.48,61
2022484408,04-03-2016 11.48,61
2022484408,04-03-2016 11.48,61
2022484408,04-03-2016 11.48,61
2022484408,04-03-2016 11.49,61
2022484408,04-03-2016 11.49,63
2022484408,04-03-2016 11.49,62
2022484408,04-03-2016 11.49,63
2022484408,04-03-2016 11.49,62
2022484408,04-03-2016 11.49,62
2022484408,04-03-2016 11.49,65
2022484408,04-03-2016 11.50,63
2022484408,04-03-2016 11.50,61
2022484408,04-03-2016 11.50,61
2022484408,04-03-2016 11.50,60
2022484408,04-03-2016 11.50,61
2022484408,04-03-2016 11.50,61
2022484408,04-03-2016 11.50,62
2022484408,04-03-2016 11.51,62
2022484408,04-03-2016 11.51,61
2022484408,04-03-2016 11.51,62
2022484408,04-03-2016 11.51,64
2022484408,04-03-2016 11.51,65
2022484408,04-03-2016 11.51,64
2022484408,04-03-2016 11.52,64
2022484408,04-03-2016 11.52,65
2022484408,04-03-2016 11.52,65
2022484408,04-03-2016 11.52,64
2022484408,04-03-2016 11.52,64
2022484408,04-03-2016 11.53,62
2022484408,04-03-2016 11.53,61
2022484408,04-03-2016 11.53,61
2022484408,04-03-2016 11.53,59
2022484408,04-03-2016 11.53,58
2022484408,04-03-2016 11.53,57
2022484408,04-03-2016 11.54,56
2022484408,04-03-2016 11.54,57
2022484408,04-03-2016 11.54,58
2022484408,04-03-2016 11.54,61
2022484408,04-03-2016 11.54,62
2022484408,04-03-2016 11.54,63
2022484408,04-03-2016 11.55,61
2022484408,04-03-2016 11.55,60
2022484408,04-03-2016 11.55,61
2022484408,04-03-2016 11.55,62
2022484408,04-03-2016 11.55,62
2022484408,04-03-2016 11.55,62
2022484408,04-03-2016 11.55,61
2022484408,04-03-2016 11.56,61
2022484408,04-03-2016 11.56,61
2022484408,04-03-2016 11.56,61
2022484408,04-03-2016 11.56,61
2022484408,04-03-2016 11.56,61
2022484408,04-03-2016 11.57,59
2022484408,04-03-2016 11.57,60
2022484408,04-03-2016 11.57,59
2022484408,04-03-2016 11.57,61
2022484408,04-03-2016 11.57,60
2022484408,04-03-2016 11.57,60
2022484408,04-03-2016 11.58,60
2022484408,04-03-2016 11.58,60
2022484408,04-03-2016 11.58,61
2022484408,04-03-2016 11.58,62
2022484408,04-03-2016 11.58,64
2022484408,04-03-2016 11.58,65
2022484408,04-03-2016 11.58,68
2022484408,04-03-2016 11.59,72
2022484408,04-03-2016 11.59,74
2022484408,04-03-2016 11.59,74
2022484408,04-03-2016 11.59,74
2022484408,04-03-2016 11.59,74
2022484408,04-03-2016 11.59,74
2022484408,04-03-2016 11.59,75
2022484408,04-03-2016 12.00,75
2022484408,04-03-2016 12.00,79
2022484408,04-03-2016 12.00,80
2022484408,04-03-2016 12.00,81
2022484408,04-03-2016 12.00,83
2022484408,04-03-2016 12.00,84
2022484408,04-03-2016 12.00,85
2022484408,04-03-2016 12.00,86
2022484408,04-03-2016 12.00,87
2022484408,04-03-2016 12.01,88
2022484408,04-03-2016 12.01,90
2022484408,04-03-2016 12.01,90
2022484408,04-03-2016 12.01,93
2022484408,04-03-2016 12.01,96
2022484408,04-03-2016 12.01,97
2022484408,04-03-2016 12.01,97
2022484408,04-03-2016 12.01,97
2022484408,04-03-2016 12.02,97
2022484408,04-03-2016 12.02,96
2022484408,04-03-2016 12.02,96
2022484408,04-03-2016 12.02,96
2022484408,04-03-2016 12.02,96
2022484408,04-03-2016 12.02,95
2022484408,04-03-2016 12.02,93
2022484408,04-03-2016 12.03,89
2022484408,04-03-2016 12.03,88
2022484408,04-03-2016 12.03,88
2022484408,04-03-2016 12.03,84
2022484408,04-03-2016 12.03,79
2022484408,04-03-2016 12.03,76
2022484408,04-03-2016 12.03,75
2022484408,04-03-2016 12.04,74
2022484408,04-03-2016 12.04,71
2022484408,04-03-2016 12.04,66
2022484408,04-03-2016 12.04,66
2022484408,04-03-2016 12.04,66
2022484408,04-03-2016 12.05,66
2022484408,04-03-2016 12.05,66
2022484408,04-03-2016 12.05,66
2022484408,04-03-2016 12.05,63
2022484408,04-03-2016 12.05,63
2022484408,04-03-2016 12.06,63
2022484408,04-03-2016 12.06,63
2022484408,04-03-2016 12.06,63
2022484408,04-03-2016 12.06,63
2022484408,04-03-2016 12.06,63
2022484408,04-03-2016 12.06,63
2022484408,04-03-2016 12.06,62
2022484408,04-03-2016 12.07,62
2022484408,04-03-2016 12.07,62
2022484408,04-03-2016 12.07,59
2022484408,04-03-2016 12.07,58
2022484408,04-03-2016 12.07,56
2022484408,04-03-2016 12.07,57
2022484408,04-03-2016 12.08,57
2022484408,04-03-2016 12.08,57
2022484408,04-03-2016 12.08,57
2022484408,04-03-2016 12.08,57
2022484408,04-03-2016 12.08,57
2022484408,04-03-2016 12.08,57
2022484408,04-03-2016 12.09,57
2022484408,04-03-2016 12.09,58
2022484408,04-03-2016 12.09,58
2022484408,04-03-2016 12.09,60
2022484408,04-03-2016 12.09,60
